"Registry name","Map color (hex)","Map color (int)"
"eggdelight:salmon_omelet_egg_pan","#000000","0"
"eggdelight:salmon_omelet_egg_pan_tray","#000000","0"
"eggdelight:smoked_ham_omelet_egg_pan","#000000","0"
"eggdelight:smoked_ham_omelet_egg_pan_tray","#000000","0"
"exoticbirds:acacia_birdcage","#D87F33","14188339"
"exoticbirds:bamboo_birdcage","#E5E533","15066419"
"exoticbirds:birch_birdcage","#F7E9A3","16247203"
"exoticbirds:black_birdhouse","#191919","1644825"
"exoticbirds:blue_birdhouse","#334CB2","3361970"
"exoticbirds:brown_birdhouse","#664C33","6704179"
"exoticbirds:cherry_birdcage","#E5E533","15066419"
"exoticbirds:cloud_phoenix_egg","#F7E9A3","16247203"
"exoticbirds:crimson_birdcage","#943F61","9715553"
"exoticbirds:cyan_birdhouse","#4C7F99","5013401"
"exoticbirds:dark_oak_birdcage","#664C33","6704179"
"exoticbirds:desert_phoenix_egg","#F7E9A3","16247203"
"exoticbirds:egg_identifier","#667F33","6717235"
"exoticbirds:egg_incubator","#D87F33","14188339"
"exoticbirds:ender_phoenix_egg","#F7E9A3","16247203"
"exoticbirds:fire_phoenix_egg","#F7E9A3","16247203"
"exoticbirds:gold_birdcage","#FAEE4D","16445005"
"exoticbirds:gray_birdhouse","#4C4C4C","5000268"
"exoticbirds:green_birdhouse","#667F33","6717235"
"exoticbirds:hummingbird_feeder","#993333","10040115"
"exoticbirds:iron_birdcage","#A7A7A7","10987431"
"exoticbirds:jungle_birdcage","#976D4D","9923917"
"exoticbirds:light_blue_birdhouse","#6699D8","6724056"
"exoticbirds:light_gray_birdhouse","#999999","10066329"
"exoticbirds:lime_birdhouse","#7FCC19","8375321"
"exoticbirds:magenta_birdhouse","#B24CD8","11685080"
"exoticbirds:mangrove_birdcage","#993333","10040115"
"exoticbirds:nest","#664C33","6704179"
"exoticbirds:nether_phoenix_egg","#F7E9A3","16247203"
"exoticbirds:oak_birdcage","#8F7748","9402184"
"exoticbirds:orange_birdhouse","#D87F33","14188339"
"exoticbirds:phoenix_egg","#F7E9A3","16247203"
"exoticbirds:pink_birdhouse","#F27FA5","15892389"
"exoticbirds:purple_birdhouse","#7F3FB2","8339378"
"exoticbirds:red_birdhouse","#993333","10040115"
"exoticbirds:roost_box","#8F7748","9402184"
"exoticbirds:skeleton_phoenix_egg","#F7E9A3","16247203"
"exoticbirds:snowy_phoenix_egg","#F7E9A3","16247203"
"exoticbirds:spruce_birdcage","#815631","8476209"
"exoticbirds:twilight_phoenix_egg","#F7E9A3","16247203"
"exoticbirds:warped_birdcage","#3A8E8C","3837580"
"exoticbirds:water_phoenix_egg","#F7E9A3","16247203"
"exoticbirds:white_birdhouse","#FFFFFF","16777215"
"exoticbirds:yellow_birdhouse","#E5E533","15066419"
"farmersdelight:acacia_cabinet","#8F7748","9402184"
"farmersdelight:apple_pie","#000000","0"
"farmersdelight:bamboo_cabinet","#8F7748","9402184"
"farmersdelight:basket","#000000","0"
"farmersdelight:beetroot_crate","#8F7748","9402184"
"farmersdelight:birch_cabinet","#8F7748","9402184"
"farmersdelight:black_canvas_sign","#815631","8476209"
"farmersdelight:black_canvas_wall_sign","#815631","8476209"
"farmersdelight:black_hanging_canvas_sign","#815631","8476209"
"farmersdelight:black_wall_hanging_canvas_sign","#8F7748","9402184"
"farmersdelight:blue_canvas_sign","#815631","8476209"
"farmersdelight:blue_canvas_wall_sign","#815631","8476209"
"farmersdelight:blue_hanging_canvas_sign","#815631","8476209"
"farmersdelight:blue_wall_hanging_canvas_sign","#8F7748","9402184"
"farmersdelight:brown_canvas_sign","#815631","8476209"
"farmersdelight:brown_canvas_wall_sign","#815631","8476209"
"farmersdelight:brown_hanging_canvas_sign","#815631","8476209"
"farmersdelight:brown_mushroom_colony","#664C33","6704179"
"farmersdelight:brown_wall_hanging_canvas_sign","#8F7748","9402184"
"farmersdelight:budding_tomatoes","#007C00","31744"
"farmersdelight:cabbage_crate","#8F7748","9402184"
"farmersdelight:cabbages","#007C00","31744"
"farmersdelight:canvas_rug","#FFFFFF","16777215"
"farmersdelight:canvas_sign","#815631","8476209"
"farmersdelight:canvas_wall_sign","#815631","8476209"
"farmersdelight:carrot_crate","#8F7748","9402184"
"farmersdelight:cherry_cabinet","#8F7748","9402184"
"farmersdelight:chocolate_pie","#000000","0"
"farmersdelight:cooking_pot","#A7A7A7","10987431"
"farmersdelight:crimson_cabinet","#8F7748","9402184"
"farmersdelight:cutting_board","#8F7748","9402184"
"farmersdelight:cyan_canvas_sign","#815631","8476209"
"farmersdelight:cyan_canvas_wall_sign","#815631","8476209"
"farmersdelight:cyan_hanging_canvas_sign","#815631","8476209"
"farmersdelight:cyan_wall_hanging_canvas_sign","#8F7748","9402184"
"farmersdelight:dark_oak_cabinet","#8F7748","9402184"
"farmersdelight:full_tatami_mat","#FFFFFF","16777215"
"farmersdelight:gray_canvas_sign","#815631","8476209"
"farmersdelight:gray_canvas_wall_sign","#815631","8476209"
"farmersdelight:gray_hanging_canvas_sign","#815631","8476209"
"farmersdelight:gray_wall_hanging_canvas_sign","#8F7748","9402184"
"farmersdelight:green_canvas_sign","#815631","8476209"
"farmersdelight:green_canvas_wall_sign","#815631","8476209"
"farmersdelight:green_hanging_canvas_sign","#815631","8476209"
"farmersdelight:green_wall_hanging_canvas_sign","#8F7748","9402184"
"farmersdelight:half_tatami_mat","#FFFFFF","16777215"
"farmersdelight:hanging_canvas_sign","#815631","8476209"
"farmersdelight:honey_glazed_ham_block","#000000","0"
"farmersdelight:jungle_cabinet","#8F7748","9402184"
"farmersdelight:light_blue_canvas_sign","#815631","8476209"
"farmersdelight:light_blue_canvas_wall_sign","#815631","8476209"
"farmersdelight:light_blue_hanging_canvas_sign","#815631","8476209"
"farmersdelight:light_blue_wall_hanging_canvas_sign","#8F7748","9402184"
"farmersdelight:light_gray_canvas_sign","#815631","8476209"
"farmersdelight:light_gray_canvas_wall_sign","#815631","8476209"
"farmersdelight:light_gray_hanging_canvas_sign","#815631","8476209"
"farmersdelight:light_gray_wall_hanging_canvas_sign","#8F7748","9402184"
"farmersdelight:lime_canvas_sign","#815631","8476209"
"farmersdelight:lime_canvas_wall_sign","#815631","8476209"
"farmersdelight:lime_hanging_canvas_sign","#815631","8476209"
"farmersdelight:lime_wall_hanging_canvas_sign","#8F7748","9402184"
"farmersdelight:magenta_canvas_sign","#815631","8476209"
"farmersdelight:magenta_canvas_wall_sign","#815631","8476209"
"farmersdelight:magenta_hanging_canvas_sign","#815631","8476209"
"farmersdelight:magenta_wall_hanging_canvas_sign","#8F7748","9402184"
"farmersdelight:mangrove_cabinet","#8F7748","9402184"
"farmersdelight:oak_cabinet","#8F7748","9402184"
"farmersdelight:onion_crate","#8F7748","9402184"
"farmersdelight:onions","#007C00","31744"
"farmersdelight:orange_canvas_sign","#815631","8476209"
"farmersdelight:orange_canvas_wall_sign","#815631","8476209"
"farmersdelight:orange_hanging_canvas_sign","#815631","8476209"
"farmersdelight:orange_wall_hanging_canvas_sign","#8F7748","9402184"
"farmersdelight:organic_compost","#976D4D","9923917"
"farmersdelight:pink_canvas_sign","#815631","8476209"
"farmersdelight:pink_canvas_wall_sign","#815631","8476209"
"farmersdelight:pink_hanging_canvas_sign","#815631","8476209"
"farmersdelight:pink_wall_hanging_canvas_sign","#8F7748","9402184"
"farmersdelight:potato_crate","#8F7748","9402184"
"farmersdelight:purple_canvas_sign","#815631","8476209"
"farmersdelight:purple_canvas_wall_sign","#815631","8476209"
"farmersdelight:purple_hanging_canvas_sign","#815631","8476209"
"farmersdelight:purple_wall_hanging_canvas_sign","#8F7748","9402184"
"farmersdelight:red_canvas_sign","#815631","8476209"
"farmersdelight:red_canvas_wall_sign","#815631","8476209"
"farmersdelight:red_hanging_canvas_sign","#815631","8476209"
"farmersdelight:red_mushroom_colony","#993333","10040115"
"farmersdelight:red_wall_hanging_canvas_sign","#8F7748","9402184"
"farmersdelight:rice","#007C00","31744"
"farmersdelight:rice_bag","#FFFFFF","16777215"
"farmersdelight:rice_bale","#E5E533","15066419"
"farmersdelight:rice_panicles","#007C00","31744"
"farmersdelight:rice_roll_medley_block","#000000","0"
"farmersdelight:rich_soil","#976D4D","9923917"
"farmersdelight:rich_soil_farmland","#976D4D","9923917"
"farmersdelight:roast_chicken_block","#000000","0"
"farmersdelight:rope","#664C33","6704179"
"farmersdelight:safety_net","#664C33","6704179"
"farmersdelight:sandy_shrub","#007C00","31744"
"farmersdelight:shepherds_pie_block","#000000","0"
"farmersdelight:skillet","#A7A7A7","10987431"
"farmersdelight:spruce_cabinet","#8F7748","9402184"
"farmersdelight:stove","#993333","10040115"
"farmersdelight:straw_bale","#E5E533","15066419"
"farmersdelight:stuffed_pumpkin_block","#D87F33","14188339"
"farmersdelight:sweet_berry_cheesecake","#000000","0"
"farmersdelight:tatami","#FFFFFF","16777215"
"farmersdelight:tomato_crate","#8F7748","9402184"
"farmersdelight:tomatoes","#000000","0"
"farmersdelight:wall_hanging_canvas_sign","#8F7748","9402184"
"farmersdelight:warped_cabinet","#8F7748","9402184"
"farmersdelight:white_canvas_sign","#815631","8476209"
"farmersdelight:white_canvas_wall_sign","#815631","8476209"
"farmersdelight:white_hanging_canvas_sign","#815631","8476209"
"farmersdelight:white_wall_hanging_canvas_sign","#8F7748","9402184"
"farmersdelight:wild_beetroots","#007C00","31744"
"farmersdelight:wild_cabbages","#007C00","31744"
"farmersdelight:wild_carrots","#007C00","31744"
"farmersdelight:wild_onions","#007C00","31744"
"farmersdelight:wild_potatoes","#007C00","31744"
"farmersdelight:wild_rice","#007C00","31744"
"farmersdelight:wild_tomatoes","#007C00","31744"
"farmersdelight:yellow_canvas_sign","#815631","8476209"
"farmersdelight:yellow_canvas_wall_sign","#815631","8476209"
"farmersdelight:yellow_hanging_canvas_sign","#815631","8476209"
"farmersdelight:yellow_wall_hanging_canvas_sign","#8F7748","9402184"
"farmersrespite:black_candle_coffee_cake","#664C33","6704179"
"farmersrespite:black_tea_leaves_sack","#251610","2430480"
"farmersrespite:blue_candle_coffee_cake","#664C33","6704179"
"farmersrespite:brown_candle_coffee_cake","#664C33","6704179"
"farmersrespite:candle_coffee_cake","#664C33","6704179"
"farmersrespite:coffee_beans_sack","#664C33","6704179"
"farmersrespite:coffee_bush","#007C00","31744"
"farmersrespite:coffee_bush_top","#007C00","31744"
"farmersrespite:coffee_cake","#664C33","6704179"
"farmersrespite:coffee_stem","#007C00","31744"
"farmersrespite:coffee_stem_double","#007C00","31744"
"farmersrespite:coffee_stem_middle","#007C00","31744"
"farmersrespite:cyan_candle_coffee_cake","#664C33","6704179"
"farmersrespite:gray_candle_coffee_cake","#664C33","6704179"
"farmersrespite:green_candle_coffee_cake","#664C33","6704179"
"farmersrespite:green_tea_leaves_sack","#677535","6780213"
"farmersrespite:kettle","#A7A7A7","10987431"
"farmersrespite:light_blue_candle_coffee_cake","#664C33","6704179"
"farmersrespite:light_gray_candle_coffee_cake","#664C33","6704179"
"farmersrespite:lime_candle_coffee_cake","#664C33","6704179"
"farmersrespite:magenta_candle_coffee_cake","#664C33","6704179"
"farmersrespite:orange_candle_coffee_cake","#664C33","6704179"
"farmersrespite:pink_candle_coffee_cake","#664C33","6704179"
"farmersrespite:potted_coffee_bush","#251610","2430480"
"farmersrespite:potted_tea_bush","#677535","6780213"
"farmersrespite:potted_wild_coffee_bush","#251610","2430480"
"farmersrespite:potted_wild_tea_bush","#677535","6780213"
"farmersrespite:purple_candle_coffee_cake","#664C33","6704179"
"farmersrespite:red_candle_coffee_cake","#664C33","6704179"
"farmersrespite:rose_hip_pie","#000000","0"
"farmersrespite:small_tea_bush","#007C00","31744"
"farmersrespite:tea_bush","#007C00","31744"
"farmersrespite:white_candle_coffee_cake","#664C33","6704179"
"farmersrespite:wild_coffee_bush","#007C00","31744"
"farmersrespite:wild_tea_bush","#007C00","31744"
"farmersrespite:wither_roots","#007C00","31744"
"farmersrespite:wither_roots_plant","#007C00","31744"
"farmersrespite:yellow_candle_coffee_cake","#664C33","6704179"
"farmersrespite:yellow_tea_leaves_sack","#E5E533","15066419"
"finsandtails:chained_tentacle","#000000","0"
"finsandtails:chiseled_flatback_shell_bricks","#000000","0"
"finsandtails:chiseled_pebble_shell_bricks","#000000","0"
"finsandtails:chiseled_siderol_shell_bricks","#000000","0"
"finsandtails:crab_cruncher","#000000","0"
"finsandtails:flatback_shell_block","#000000","0"
"finsandtails:flatback_shell_brick_slab","#000000","0"
"finsandtails:flatback_shell_brick_stairs","#000000","0"
"finsandtails:flatback_shell_bricks","#000000","0"
"finsandtails:flatback_shell_slab","#000000","0"
"finsandtails:flatback_shell_stairs","#000000","0"
"finsandtails:mixed_flatback_shell_brick_slab","#000000","0"
"finsandtails:mixed_flatback_shell_brick_stairs","#000000","0"
"finsandtails:mixed_flatback_shell_bricks","#000000","0"
"finsandtails:mixed_pebble_shell_brick_slab","#000000","0"
"finsandtails:mixed_pebble_shell_brick_stairs","#000000","0"
"finsandtails:mixed_pebble_shell_bricks","#000000","0"
"finsandtails:pebble_shell_brick_slab","#000000","0"
"finsandtails:pebble_shell_brick_stairs","#000000","0"
"finsandtails:pebble_shell_bricks","#000000","0"
"finsandtails:pebble_shell_pillar","#000000","0"
"finsandtails:siderol_shell_brick_slab","#000000","0"
"finsandtails:siderol_shell_brick_stairs","#000000","0"
"finsandtails:siderol_shell_bricks","#000000","0"
"finsandtails:spindly_amber_block","#000000","0"
"finsandtails:spindly_emerald_block","#000000","0"
"finsandtails:spindly_gem_block","#000000","0"
"finsandtails:spindly_pearl_block","#000000","0"
"finsandtails:spindly_ruby_block","#000000","0"
"finsandtails:spindly_sapphire_block","#000000","0"
"fishofthieves:acacia_fish_plaque","#D87F33","14188339"
"fishofthieves:bamboo_fish_plaque","#E5E533","15066419"
"fishofthieves:birch_fish_plaque","#F7E9A3","16247203"
"fishofthieves:cherry_fish_plaque","#D1B1A1","13742497"
"fishofthieves:crimson_fish_plaque","#943F61","9715553"
"fishofthieves:dark_oak_fish_plaque","#664C33","6704179"
"fishofthieves:fish_bone","#F7E9A3","16247203"
"fishofthieves:gilded_acacia_fish_plaque","#D87F33","14188339"
"fishofthieves:gilded_bamboo_fish_plaque","#E5E533","15066419"
"fishofthieves:gilded_birch_fish_plaque","#F7E9A3","16247203"
"fishofthieves:gilded_cherry_fish_plaque","#D1B1A1","13742497"
"fishofthieves:gilded_crimson_fish_plaque","#943F61","9715553"
"fishofthieves:gilded_dark_oak_fish_plaque","#664C33","6704179"
"fishofthieves:gilded_jungle_fish_plaque","#976D4D","9923917"
"fishofthieves:gilded_mangrove_fish_plaque","#993333","10040115"
"fishofthieves:gilded_oak_fish_plaque","#8F7748","9402184"
"fishofthieves:gilded_spruce_fish_plaque","#815631","8476209"
"fishofthieves:gilded_warped_fish_plaque","#3A8E8C","3837580"
"fishofthieves:golden_frame_acacia_fish_plaque","#D87F33","14188339"
"fishofthieves:golden_frame_bamboo_fish_plaque","#E5E533","15066419"
"fishofthieves:golden_frame_birch_fish_plaque","#F7E9A3","16247203"
"fishofthieves:golden_frame_cherry_fish_plaque","#D1B1A1","13742497"
"fishofthieves:golden_frame_crimson_fish_plaque","#943F61","9715553"
"fishofthieves:golden_frame_dark_oak_fish_plaque","#664C33","6704179"
"fishofthieves:golden_frame_jungle_fish_plaque","#976D4D","9923917"
"fishofthieves:golden_frame_mangrove_fish_plaque","#993333","10040115"
"fishofthieves:golden_frame_oak_fish_plaque","#8F7748","9402184"
"fishofthieves:golden_frame_spruce_fish_plaque","#815631","8476209"
"fishofthieves:golden_frame_warped_fish_plaque","#3A8E8C","3837580"
"fishofthieves:iron_frame_acacia_fish_plaque","#D87F33","14188339"
"fishofthieves:iron_frame_bamboo_fish_plaque","#E5E533","15066419"
"fishofthieves:iron_frame_birch_fish_plaque","#F7E9A3","16247203"
"fishofthieves:iron_frame_cherry_fish_plaque","#D1B1A1","13742497"
"fishofthieves:iron_frame_crimson_fish_plaque","#943F61","9715553"
"fishofthieves:iron_frame_dark_oak_fish_plaque","#664C33","6704179"
"fishofthieves:iron_frame_jungle_fish_plaque","#976D4D","9923917"
"fishofthieves:iron_frame_mangrove_fish_plaque","#993333","10040115"
"fishofthieves:iron_frame_oak_fish_plaque","#8F7748","9402184"
"fishofthieves:iron_frame_spruce_fish_plaque","#815631","8476209"
"fishofthieves:iron_frame_warped_fish_plaque","#3A8E8C","3837580"
"fishofthieves:jungle_fish_plaque","#976D4D","9923917"
"fishofthieves:mangrove_fish_plaque","#993333","10040115"
"fishofthieves:oak_fish_plaque","#8F7748","9402184"
"fishofthieves:spruce_fish_plaque","#815631","8476209"
"fishofthieves:warped_fish_plaque","#3A8E8C","3837580"
"fruitfulfun:apple_leaves","#007C00","31744"
"fruitfulfun:apple_sapling","#007C00","31744"
"fruitfulfun:cherry_leaves","#F27FA5","15892389"
"fruitfulfun:cherry_sapling","#F27FA5","15892389"
"fruitfulfun:chorus_fruit_pie","#000000","0"
"fruitfulfun:citron_leaves","#007C00","31744"
"fruitfulfun:citron_sapling","#007C00","31744"
"fruitfulfun:citrus_button","#000000","0"
"fruitfulfun:citrus_cabinet","#8F7748","9402184"
"fruitfulfun:citrus_door","#8F7748","9402184"
"fruitfulfun:citrus_fence","#8F7748","9402184"
"fruitfulfun:citrus_fence_gate","#8F7748","9402184"
"fruitfulfun:citrus_hanging_sign","#8F7748","9402184"
"fruitfulfun:citrus_log","#8F7748","9402184"
"fruitfulfun:citrus_planks","#8F7748","9402184"
"fruitfulfun:citrus_pressure_plate","#8F7748","9402184"
"fruitfulfun:citrus_sign","#8F7748","9402184"
"fruitfulfun:citrus_slab","#8F7748","9402184"
"fruitfulfun:citrus_stairs","#8F7748","9402184"
"fruitfulfun:citrus_trapdoor","#8F7748","9402184"
"fruitfulfun:citrus_wall_hanging_sign","#8F7748","9402184"
"fruitfulfun:citrus_wall_sign","#8F7748","9402184"
"fruitfulfun:citrus_wood","#8F7748","9402184"
"fruitfulfun:donauwelle","#000000","0"
"fruitfulfun:grapefruit_leaves","#007C00","31744"
"fruitfulfun:grapefruit_panna_cotta","#000000","0"
"fruitfulfun:grapefruit_sapling","#007C00","31744"
"fruitfulfun:honey_pomelo_tea","#000000","0"
"fruitfulfun:lemon_leaves","#007C00","31744"
"fruitfulfun:lemon_roast_chicken_block","#000000","0"
"fruitfulfun:lemon_sapling","#007C00","31744"
"fruitfulfun:lime_leaves","#007C00","31744"
"fruitfulfun:lime_sapling","#007C00","31744"
"fruitfulfun:orange_leaves","#007C00","31744"
"fruitfulfun:orange_sapling","#007C00","31744"
"fruitfulfun:peach_pink_petals","#007C00","31744"
"fruitfulfun:pomegranate","#000000","0"
"fruitfulfun:pomegranate_leaves","#007C00","31744"
"fruitfulfun:pomegranate_sapling","#007C00","31744"
"fruitfulfun:pomelo_leaves","#007C00","31744"
"fruitfulfun:pomelo_sapling","#007C00","31744"
"fruitfulfun:potted_apple","#000000","0"
"fruitfulfun:potted_cherry","#000000","0"
"fruitfulfun:potted_citron","#000000","0"
"fruitfulfun:potted_grapefruit","#000000","0"
"fruitfulfun:potted_lemon","#000000","0"
"fruitfulfun:potted_lime","#000000","0"
"fruitfulfun:potted_orange","#000000","0"
"fruitfulfun:potted_pomegranate","#000000","0"
"fruitfulfun:potted_pomelo","#000000","0"
"fruitfulfun:potted_redlove","#000000","0"
"fruitfulfun:potted_tangerine","#000000","0"
"fruitfulfun:redlove_button","#000000","0"
"fruitfulfun:redlove_cabinet","#8F7748","9402184"
"fruitfulfun:redlove_door","#D1B1A1","13742497"
"fruitfulfun:redlove_fence","#D1B1A1","13742497"
"fruitfulfun:redlove_fence_gate","#D1B1A1","13742497"
"fruitfulfun:redlove_hanging_sign","#A04D4E","10505550"
"fruitfulfun:redlove_leaves","#BD3031","12398641"
"fruitfulfun:redlove_log","#D1B1A1","13742497"
"fruitfulfun:redlove_planks","#D1B1A1","13742497"
"fruitfulfun:redlove_pressure_plate","#D1B1A1","13742497"
"fruitfulfun:redlove_sapling","#BD3031","12398641"
