"ID","Registry name","Tags"
90,"regions_unexplored:deciduous_forest","naturalist:has_snail, naturalist:has_boar, wildernature:spawns_owl, twigs:spawns_twig, forge:is_flutterfly, naturalist:has_finch, forge:is_generalcave, fishofthieves:spawns_battlegills, naturalist:has_cardinal, forge:is_dense, naturalist:has_firefly, forge:is_general, naturalist:has_butterfly, spawn:small_anthill_generates, wildernature:spawns_deer, fishofthieves:spawns_pondies, naturalist:has_robin, wildernature:spawns_turkey, forge:is_generalnotempcave, wildernature:spawns_hedgehog, fishofthieves:spawns_devilfish, naturalist:has_lizard, naturalist:has_deer, forge:overworld/in, crittersandcompanions:silk_cocoon_spawns, forge:is_generalnotemp, naturalist:has_bear, minecraft:is_forest, naturalist:has_snake, c:in_overworld, minecraft:has_structure/stronghold, exoticbirds:is_forest_bird_spawn, exoticbirds:is_peafowl_spawn, delightful:salmonberry_spawns, goodending:spicy_wildflower_generates, immersive_weathering:has_ivy, minecraft:has_structure/ruined_portal_standard, dynamictrees:is_bee_nest_rare, minecraft:has_structure/village_plains, minecraft:has_structure/mineshaft, minecraft:is_overworld, waddles:spawn_exclude, exoticbirds:is_hummingbird_spawn, forge:is_dense/overworld, vinery:spawns_grape, c:forest, forge:is_goblin, minecraft:stronghold_biased_to, wildernature:spawns_boar, forge:forest, exoticbirds:is_tropic_bird_spawn, bakery:spawns_strawberries"
91,"minecraft:deep_cold_ocean","upgrade_aquatic:has_feature/driftwood, fishofthieves:spawns_islehoppers, immersive_weathering:wet, forge:is_generalcave, fishofthieves:spawns_splashtails, forge:ocean, fishofthieves:spawns_battlegills, forge:is_cold/overworld, forge:is_general, salt:has_rock_salt_deposits, fishofthieves:has_fish_bone, forge:ocean/deep, spawn:angler_fish_spawns, fishofthieves:spawns_devilfish, fishofthieves:islehopper_spawn_at_coast, forge:overworld/in, minecraft:has_structure/ocean_ruin_cold, forge:is_water, minecraft:plays_underwater_music, c:ocean, forge:is_waterbased, minecraft:has_structure/stronghold, c:in_overworld, minecraft:required_ocean_monument_surrounding, twigs:spawns_sea_shell, goodending:tuff_boulder_generates, upgrade_aquatic:has_feature/prismarine_coral, fishofthieves:spawns_wreckers, forge:with_default_monster_spawns, upgrade_aquatic:has_feature/ammonite_ore, fishofthieves:spawns_stormfish, bloomingnature:overworld, upgrade_aquatic:has_spawn/thrasher, c:aquatic, upgrade_aquatic:has_carver/underwater_canyon, minecraft:has_structure/ocean_monument, minecraft:is_ocean, sereneseasons:blacklisted_biomes, minecraft:has_structure/mineshaft, minecraft:is_deep_ocean, forge:aquatic, minecraft:is_overworld, fishofthieves:spawns_wildsplash, forge:is_cold, c:climate_wet, spawn:tuna_spawns, minecraft:has_structure/ruined_portal_ocean, c:deep_ocean, forge:wet/climate, minecraft:has_structure/shipwreck, minecraft:water_on_map_outlines, fishofthieves:spawns_ocean_wildsplash"
92,"minecraft:deep_dark","minecraft:is_overworld, fishofthieves:devilfish_cannot_spawn, c:in_overworld, forge:is_generalnotempcave, minecraft:spawns_cold_variant_frogs, fishofthieves:spawns_devilfish, bloomingnature:overworld, minecraft:has_structure/ancient_city, forge:caves, forge:is_generalcave, c:caves, sereneseasons:blacklisted_biomes, forge:is_underground, forge:is_cave, fishofthieves:spawns_battlegills, alexsmobs:skreechers_can_spawn_wardens, forge:without_default_monster_spawns, forge:underground, c:underground, minecraft:mineshaft_blocking, forge:is_rare, naturalist:has_snail, minecraft:has_structure/stronghold, forge:overworld/in, forge:is_spooky"
93,"minecraft:deep_frozen_ocean","forge:aquatic, twigs:spawns_sea_shell, spawn:angler_fish_spawns, forge:is_general, fishofthieves:spawns_ocean_wildsplash, forge:icy/aquatic, forge:is_generalcave, upgrade_aquatic:has_feature/driftwood, fishofthieves:spawns_wreckers, minecraft:has_structure/ocean_monument, fishofthieves:spawns_devilfish, c:in_overworld, c:aquatic_icy, salt:has_rock_salt_deposits, sereneseasons:blacklisted_biomes, fishofthieves:islehopper_spawn_at_coast, immersive_weathering:wet, wildernature:spawns_penguin, upgrade_aquatic:has_spawn/great_thrasher, fishofthieves:spawns_splashtails, upgrade_aquatic:has_feature/prismarine_coral, minecraft:has_structure/ocean_ruin_cold, forge:is_water, fishofthieves:spawns_wildsplash, c:climate_wet, forge:is_cold/overworld, minecraft:plays_underwater_music, minecraft:spawns_cold_variant_frogs, minecraft:has_structure/mineshaft, minecraft:has_structure/stronghold, goodending:tuff_boulder_generates, fishofthieves:has_fish_bone, minecraft:has_structure/ruined_portal_ocean, minecraft:is_deep_ocean, upgrade_aquatic:has_spawn/thrasher, upgrade_aquatic:has_carver/underwater_canyon, minecraft:is_overworld, minecraft:is_ocean, c:deep_ocean, forge:is_cold, minecraft:required_ocean_monument_surrounding, bloomingnature:overworld, forge:ocean/deep, fishofthieves:spawns_stormfish, minecraft:polar_bears_spawn_on_alternate_blocks, minecraft:water_on_map_outlines, fishofthieves:spawns_battlegills, forge:overworld/in, forge:with_default_monster_spawns, forge:wet/climate, forge:is_waterbased, forge:ocean, upgrade_aquatic:has_feature/ammonite_ore, fishofthieves:spawns_islehoppers, immersive_weathering:icy, fishofthieves:spawns_snow_wreckers, c:ocean, minecraft:has_structure/shipwreck, insects_recrafted:freezingbiomes, c:aquatic"
94,"minecraft:deep_lukewarm_ocean","forge:ocean/deep, minecraft:has_structure/ocean_monument, fishofthieves:spawns_islehoppers, fishofthieves:spawns_ocean_wildsplash, c:deep_ocean, minecraft:has_structure/ocean_ruin_warm, c:climate_wet, goodending:smooth_basalt_boulder_generates, upgrade_aquatic:has_feature/driftwood, fishofthieves:spawns_wildsplash, c:aquatic, spawn:angler_fish_spawns, minecraft:has_structure/shipwreck, minecraft:has_structure/ruined_portal_ocean, upgrade_aquatic:has_carver/underwater_canyon, c:ocean, immersive_weathering:wet, c:in_overworld, fishofthieves:spawns_devilfish, goodending:stone_boulder_generates, minecraft:is_overworld, fishofthieves:spawns_battlegills, fishofthieves:spawns_sand_battlegills, minecraft:is_deep_ocean, forge:with_default_monster_spawns, fishofthieves:spawns_wreckers, minecraft:has_structure/stronghold, minecraft:plays_underwater_music, upgrade_aquatic:has_spawn/jellyfish, sereneseasons:blacklisted_biomes, salt:has_rock_salt_deposits, forge:ocean, upgrade_aquatic:has_feature/ammonite_ore, fishofthieves:has_fish_bone, minecraft:is_ocean, fishofthieves:spawns_plentifins, upgrade_aquatic:has_spawn/cassiopea_jellyfish, fishofthieves:islehopper_spawn_at_coast, upgrade_aquatic:has_feature/prismarine_coral, fishofthieves:spawns_splashtails, upgrade_aquatic:has_spawn/nautilus, minecraft:required_ocean_monument_surrounding, fishofthieves:spawns_stormfish, forge:overworld/in, forge:is_water, fishofthieves:spawns_ancientscales, minecraft:water_on_map_outlines, minecraft:has_structure/mineshaft, forge:aquatic, forge:is_waterbased, twigs:spawns_sea_shell, bloomingnature:overworld, forge:wet/climate"
95,"minecraft:deep_ocean","upgrade_aquatic:has_feature/ammonite_ore, upgrade_aquatic:has_feature/prismarine_coral, spawn:angler_fish_spawns, minecraft:is_overworld, minecraft:plays_underwater_music, c:ocean, forge:ocean/deep, c:aquatic, goodending:tuff_boulder_generates, minecraft:water_on_map_outlines, fishofthieves:spawns_devilfish, minecraft:is_deep_ocean, fishofthieves:spawns_ocean_wildsplash, forge:is_water, salt:has_rock_salt_deposits, sereneseasons:blacklisted_biomes, forge:is_waterbased, fishofthieves:spawns_stormfish, immersive_weathering:wet, minecraft:has_structure/ocean_monument, minecraft:has_structure/ocean_ruin_cold, fishofthieves:spawns_wildsplash, upgrade_aquatic:has_carver/underwater_canyon, minecraft:is_ocean, forge:overworld/in, forge:with_default_monster_spawns, forge:wet/climate, c:deep_ocean, minecraft:has_structure/mineshaft, upgrade_aquatic:has_spawn/nautilus, fishofthieves:has_fish_bone, forge:ocean, forge:aquatic, c:in_overworld, fishofthieves:spawns_islehoppers, c:climate_wet, fishofthieves:islehopper_spawn_at_coast, bloomingnature:overworld, upgrade_aquatic:has_feature/driftwood, goodending:stone_boulder_generates, fishofthieves:spawns_wreckers, twigs:spawns_sea_shell, minecraft:has_structure/ruined_portal_ocean, fishofthieves:spawns_splashtails, goodending:smooth_basalt_boulder_generates, fishofthieves:spawns_battlegills, spawn:tuna_spawns, minecraft:has_structure/shipwreck, minecraft:required_ocean_monument_surrounding, minecraft:has_structure/stronghold"
96,"terrablender:deferred_placeholder",""
97,"minecraft:desert","forge:is_general, goodending:sandstone_boulder_generates, sereneseasons:tropical_biomes, forge:is_generalcave, biome_tag_villagers:villager_desert, terralith:has_structure/desert_outpost, forge:hot/climate, terralith:has_structure/fortified_desert_village, forge:is_hot, forge:is_desert, c:climate_dry, fishofthieves:spawns_devilfish, naturalist:has_cardinal, croptopia:has_crop/saguaro, c:in_overworld, fruitsdelight:plants/hamimelon_biomes, fennecfox:has_fennecfox, immersive_weathering:has_sandstorm, minecraft:spawns_gold_rabbits, forge:is_dry, forge:sparse/vegetation, naturalist:has_tortoise, minecraft:has_structure/village_desert, naturalist:has_vulture, minecraft:has_structure/stronghold, minecraft:has_structure/mineshaft, bloomingnature:desert, forge:is_dry/overworld, naturalist:has_lizard, forge:is_hot/overworld, minecraft:has_structure/pillager_outpost, terralith:has_structure/rubble_desert, minecraft:is_overworld, c:desert, bloomingnature:overworld, forge:desert, minecraft:spawns_warm_variant_frogs, immersive_weathering:has_sandy_dirt, immersive_weathering:underground_desert, scorpions:has_brown_scorpions, forge:is_sandy, fishofthieves:spawns_battlegills, c:vegetation_sparse, minecraft:stronghold_biased_to, alexsmobs:spawns_desert_crocodiles, tumbleweed:whitelist, forge:dry/climate, scorpions:has_emperor_scorpions, forge:overworld/in, naturalist:has_rattlesnake, forge:with_default_monster_spawns, minecraft:has_structure/ruined_portal_desert, immersive_weathering:has_dune_grass, minecraft:has_structure/desert_pyramid, minecraft:snow_golem_melts, immersive_weathering:hot, immersive_weathering:has_lakebed, exoticbirds:is_desert_bird_spawn, moremobvariants:increased_sandy_skeletons, c:climate_hot"
98,"terralith:desert_canyon","c:desert, forge:desert, forge:is_general, c:mountain, minecraft:has_structure/stronghold, biome_tag_villagers:villager_desert, alexsmobs:spawns_desert_crocodiles, naturalist:has_bluejay, forge:is_hot/overworld, twigs:schist_generates, minecraft:is_overworld, forge:is_mountain, terralith:all_terralith_biomes_no_mineshafts, minecraft:spawns_warm_variant_frogs, c:vegetation_sparse, immersive_weathering:has_sandstorm, fishofthieves:spawns_battlegills, tumbleweed:whitelist, naturalist:has_robin, forge:mountain, fishofthieves:spawns_devilfish, naturalist:has_cardinal, forge:is_desert, c:in_overworld, naturalist:has_canary, forge:is_generalcave, immersive_weathering:hot, naturalist:has_vulture, forge:is_sandy, minecraft:has_structure/mineshaft, forge:is_dry, terralith:all_terralith_biomes, forge:is_hot, c:climate_hot, forge:overworld/in, c:climate_dry, naturalist:has_tortoise, fruitsdelight:compat/desert, croptopia:has_crop/saguaro, fruitsdelight:plants/hamimelon_biomes, immersive_weathering:underground_desert, naturalist:has_snail, forge:is_dry/overworld, forge:hot/climate, naturalist:has_lizard, forge:dry/climate, forge:sparse/vegetation, naturalist:has_rattlesnake"
99,"terralith:desert_oasis","forge:is_sandy, alexsmobs:spawns_desert_crocodiles, tumbleweed:whitelist, minecraft:is_overworld, naturalist:has_rattlesnake, immersive_weathering:has_sandstorm, terralith:has_structure/fortified_desert_village, fruitsdelight:compat/desert, c:climate_dry, fishofthieves:spawns_devilfish, forge:is_wet/overworld, forge:is_general, minecraft:has_structure/village_desert, forge:is_hot/overworld, forge:is_generalcave, c:desert, minecraft:has_structure/ruined_portal_desert, naturalist:has_vulture, minecraft:has_structure/desert_pyramid, immersive_weathering:wet, immersive_weathering:underground_desert, naturalist:has_lizard, c:vegetation_sparse, immersive_weathering:hot, forge:sparse/vegetation, fruitsdelight:plants/hamimelon_biomes, biome_tag_villagers:villager_desert, forge:overworld/in, forge:is_wet, forge:wet/climate, terralith:has_structure/desert_outpost, minecraft:has_structure/mineshaft, forge:is_hot, terralith:all_terralith_biomes_no_mineshafts, projectvibrantjourneys:has_logs/jungle, naturalist:has_cardinal, croptopia:has_crop/saguaro, naturalist:has_tortoise, c:in_overworld, c:climate_wet, c:climate_hot, forge:desert, forge:is_desert, fishofthieves:spawns_battlegills, terralith:has_structure/rubble_desert, forge:dry/climate, terralith:all_terralith_biomes, forge:hot/climate, minecraft:has_structure/stronghold, minecraft:spawns_warm_variant_frogs"
100,"terralith:desert_spires","c:desert, forge:desert, forge:is_general, c:mountain, minecraft:has_structure/stronghold, biome_tag_villagers:villager_desert, naturalist:has_bluejay, forge:is_hot/overworld, twigs:schist_generates, minecraft:is_overworld, forge:is_mountain, minecraft:has_structure/desert_pyramid, terralith:all_terralith_biomes_no_mineshafts, minecraft:spawns_warm_variant_frogs, c:vegetation_sparse, immersive_weathering:has_sandstorm, fishofthieves:spawns_battlegills, tumbleweed:whitelist, naturalist:has_robin, forge:mountain, fishofthieves:spawns_devilfish, naturalist:has_cardinal, minecraft:has_structure/ruined_portal_desert, forge:is_desert, c:in_overworld, naturalist:has_canary, immersive_weathering:hot, naturalist:has_vulture, forge:is_generalcave, minecraft:has_structure/mineshaft, forge:is_dry, terralith:all_terralith_biomes, forge:is_hot, c:climate_hot, forge:overworld/in, c:climate_dry, naturalist:has_tortoise, fruitsdelight:compat/desert, croptopia:has_crop/saguaro, fruitsdelight:plants/hamimelon_biomes, immersive_weathering:underground_desert, naturalist:has_snail, forge:is_dry/overworld, forge:hot/climate, naturalist:has_lizard, forge:dry/climate, forge:sparse/vegetation, naturalist:has_rattlesnake"
101,"minecraft:dripstone_caves","fishofthieves:spawns_plentifins, salt:has_rock_salt_deposits, fishofthieves:spawns_islehoppers, forge:underground, forge:is_cave, forge:with_default_monster_spawns, minecraft:has_structure/ruined_portal_standard, minecraft:is_overworld, c:caves, minecraft:has_structure/stronghold, naturalist:has_snail, sereneseasons:blacklisted_biomes, forge:is_sparse, bloomingnature:overworld, forge:caves, forge:is_generalnotempcave, forge:is_sparse/overworld, forge:is_dripstone, forge:is_generalcave, minecraft:stronghold_biased_to, c:in_overworld, forge:overworld/in, fishofthieves:spawns_ancientscales, fishofthieves:spawns_devilfish, minecraft:has_structure/mineshaft, c:underground, forge:is_underground, fishofthieves:spawns_battlegills"
102,"regions_unexplored:dry_bushland","naturalist:has_snail, exoticbirds:is_desert_bird_spawn, forge:overworld/in, naturalist:has_elephant, wildernature:spawns_cassowary, c:tree_savanna, naturalist:has_vulture, immersive_weathering:has_earthen_clay, forge:dry/climate, forge:is_dry/overworld, forge:sparse/vegetation, forge:is_dry, goodending:light_gray_terracotta_granite_boulder_generates, forge:is_sparse, minecraft:is_overworld, c:climate_hot, tumbleweed:whitelist, forge:is_generalcave, c:vegetation_sparse, exoticbirds:is_peafowl_spawn, immersive_weathering:hot, forge:savanna, minecraft:has_structure/stronghold, twigs:spawns_pebble, forge:is_general, spawn:small_anthill_generates, forge:is_sparse/overworld, naturalist:has_giraffe, goodending:acacia_fallen_log_generates, naturalist:has_zebra, naturalist:has_finch, forge:is_hot, c:in_overworld, forge:savanna/tree, exoticbirds:is_dry_tropic_bird_spawn, wildernature:spawns_bison, c:savanna, forge:hot/climate, naturalist:has_rattlesnake, minecraft:is_savanna, naturalist:has_lion, naturalist:has_boar, minecraft:stronghold_biased_to, exoticbirds:is_cassowary_spawn, vinery:spawns_savanna_grape, fishofthieves:spawns_devilfish, immersive_weathering:has_sandy_dirt, wildernature:spawns_boar, minecraft:has_structure/village_savanna, forge:is_hot/overworld, fishofthieves:spawns_battlegills, minecraft:snow_golem_melts, minecraft:has_structure/mineshaft, naturalist:has_hippo, naturalist:has_rhino, bakery:spawns_strawberries, goodending:balmy_wildflower_generates, naturalist:has_cardinal, exoticbirds:is_hummingbird_spawn, minecraft:has_structure/pillager_outpost, biome_tag_villagers:villager_savanna, minecraft:spawns_warm_variant_frogs, c:climate_dry"
